frame,time_epoch,src_ip,lat,lon,altitude_ft,flight_level,aircraft_id,aircraft_address,adsb_version
286,1763110269.777598292,10.30.212.17,-11.9725227355957,-78.057324886322,41350,390,AAL957,0xaac337,DO-260B
289,1763110269.792563533,10.30.212.17,-9.42957401275635,-78.3844041824341,37200,350,LPE2483,0xe8040c,DO-260B
290,1763110269.799312844,172.16.3.2,-4.52205419540405,-79.5600914955139,36200,340,CMP118,0x0c20bb,DO-260B
291,1763110269.799766881,172.16.11.2,-4.52205419540405,-79.5600914955139,36200,340,CMP118,0x0c20bb,DO-260B
292,1763110269.818016233,172.16.11.2,-6.82371139526367,-79.2719793319702,34075,320.25,CMP421,0x0c2076,DO-260B
293,1763110269.898516819,10.30.212.17,-10.1172494888306,-77.8682398796082,30700,288.25,TAI428,0xad4ebc,DO-260B
294,1763110269.898775675,172.16.3.2,-1.40792369842529,-79.8600268363953,40450,380,AAL908,0xaaa6dd,DO-260B
295,1763110269.944314518,10.30.212.17,-13.7037491798401,-77.438657283783,39275,370,UAL819,0xaac136,DO-260B
297,1763110269.944733215,172.16.11.2,-5.39340734481812,-76.4667320251465,39400,370,DWI3761,0x0c4354,DO-260B
298,1763110269.948950373,172.16.1.2,-19.8483681678772,-75.8572912216187,32675,310,AAL945,0xaa6914,DO-260B
299,1763110269.973443718,172.16.3.2,-2.89931774139404,-79.7679305076599,37175,350,CJT1507,0xc027da,DO-260B
300,1763110269.974190650,172.16.11.2,-5.76305866241455,-79.4051671028137,39400,370,VOI3918,0x0d0d6d,DO-260B
301,1763110270.029810984,172.16.3.2,-2.38671541213989,-81.8682932853699,31775,300,UAL855,0xa89234,DO-260B
304,1763110270.034149400,172.16.3.2,-3.53452920913696,-79.686713218689,34025,320,CMP338,0x0c20d6,DO-260B
305,1763110270.049952133,172.16.13.2,-6.27735614776611,-72.863495349884,38375,360,AVA240,0xaa57e6,DO-260B
306,1763110270.060143882,172.16.3.2,-5.76305866241455,-79.4051671028137,39400,370,VOI3918,0x0d0d6d,DO-260B
307,1763110270.060178024,172.16.7.2,-9.35670375823975,-76.8003344535828,37300,350,DWI6771,0x0c4355,DO-260B
308,1763110270.100538296,172.16.7.2,-9.35670375823975,-76.8003344535828,37300,350,DWI6771,0x0c4355,DO-260B
309,1763110270.100575323,172.16.7.2,-6.27735614776611,-72.863495349884,38375,360,AVA240,0xaa57e6,DO-260B
310,1763110270.128147218,172.16.7.2,-6.27735614776611,-72.863495349884,38375,360,AVA240,0xaa57e6,DO-260B
312,1763110270.128182885,172.16.5.2,-13.5509705543518,-74.8619341850281,31525,298,RER9511,0xe840a0,DO-260B
313,1763110270.166343555,172.16.5.2,-13.5509705543518,-74.8619341850281,31525,298,RER9511,0xe840a0,DO-260B
315,1763110270.177501658,10.30.212.17,-12.0106101036072,-77.3649072647095,18750,177.5,LPE2811,0xe80408,DO-260B
317,1763110270.180835440,172.16.11.2,-5.8516788482666,-79.3939876556396,34050,320,CMP276,0x0c20b5,DO-260B
318,1763110270.207531416,172.16.13.2,-2.32474565505981,-72.9902672767639,38325,360,CMP206,0x0c205f,DO-260B
319,1763110270.241865930,172.16.1.2,-20.3224539756775,-75.7145118713379,35750,340,CMP475,0x0c20f5,DO-260B
320,1763110270.256929216,172.16.3.2,-7.64461755752563,-79.1680383682251,37300,350,AAL1307,0xa515ad,DO-260B
323,1763110270.266904685,172.16.3.2,-7.48349189758301,-79.188551902771,38250,360,LAN572,0xe8022a,DO-260B
324,1763110270.266977180,172.16.13.2,-1.82609081268311,-70.4636907577515,38375,360,AVA248,0xad1861,DO-260B
325,1763110270.365688785,172.16.3.2,-7.2994065284729,-79.8935437202454,,389.75,AAL933,0xac1076,DO-260B
329,1763110270.383499326,172.16.3.2,-5.85084199905396,-79.3940949440002,34050,320,CMP276,0x0c20b5,DO-260B
330,1763110270.397124213,10.30.212.17,-12.2687888145447,-77.9753136634827,36175,340,TPA4090,0xa3ad89,DO-260B
331,1763110270.398073588,172.16.3.2,-6.82276725769043,-79.2720651626587,34075,320.25,CMP421,0x0c2076,DO-260B
332,1763110270.414645806,172.16.13.2,-2.69383907318115,-72.9329538345337,34075,320,CMP439,0x0c20dd,DO-260B
333,1763110270.419049608,172.16.3.2,-7.10371255874634,-78.8025069236755,34075,320,CMP264,0x0c21b6,DO-260B
334,1763110270.419478463,10.30.212.17,-11.9021415710449,-77.3904418945312,40325,380,RPB509,0x0c2081,DO-260B
335,1763110270.428687324,10.30.212.17,-15.0110363960266,-77.253885269165,39200,370,UAL847,0xaac8a4,DO-260B
336,1763110270.430027489,172.16.13.2,-5.3922700881958,-76.4663672447205,39400,370,DWI3761,0x0c4354,DO-260B
337,1763110270.433343643,172.16.11.2,-7.10371255874634,-78.8025069236755,34075,320,CMP264,0x0c21b6,DO-260B
338,1763110270.489518297,172.16.3.2,-3.30091953277588,-83.0707383155823,,340,AMX029,0xa540e2,DO-260B
341,1763110270.490634215,172.16.11.2,-7.64577627182007,-79.1678881645203,37325,350.25,AAL1307,0xa515ad,DO-260B
342,1763110270.501260096,172.16.1.2,-17.8005337715149,-75.5386447906494,34875,330,AAL907,0xaa57df,DO-260B
343,1763110270.505925478,172.16.11.2,-10.1161980628967,-77.8685617446899,30700,288.25,TAI428,0xad4ebc,DO-260B
344,1763110270.541326835,172.16.1.2,-19.9632096290588,-74.8946785926819,35825,340,,0x71c045,DO-260
345,1763110270.555174877,172.16.11.2,-7.2994065284729,-79.8935437202454,,389.75,AAL933,0xac1076,DO-260B
346,1763110270.555212750,172.16.13.2,-2.15156078338623,-70.3822159767151,47425,450,PSSFR,0xe49bba,DO-260B
347,1763110270.594249060,172.16.13.2,-2.15156078338623,-70.3822159767151,47425,450,PSSFR,0xe49bba,DO-260B
349,1763110270.596016176,172.16.11.2,-7.48349189758301,-79.188551902771,38250,360,LAN572,0xe8022a,DO-260B
350,1763110270.619532055,10.30.212.17,-14.4932413101196,-77.3589420318604,33925,320,LAE2835,0xa7459d,DO-260B
351,1763110270.619959993,10.30.212.17,-11.0556149482727,-76.9405174255371,27925,262.5,LPE2231,0xe8041b,DO-260B
352,1763110270.744070289,10.30.212.17,-11.0556149482727,-76.9405174255371,27925,262.5,LPE2231,0xe8041b,DO-260B
355,1763110270.744108557,172.16.7.2,-5.39111137390137,-76.4660239219666,39400,370,DWI3761,0x0c4354,DO-260B
356,1763110270.746313036,172.16.7.2,-5.39111137390137,-76.4660239219666,39400,370,DWI3761,0x0c4354,DO-260B
357,1763110270.773130106,10.30.212.17,-11.9748616218567,-78.0567026138306,41350,390,AAL957,0xaac337,DO-260B
358,1763110270.791610892,10.30.212.17,-9.43229913711548,-78.3830738067627,37200,350,LPE2483,0xe8040c,DO-260B
360,1763110270.815261373,172.16.3.2,-4.51980113983154,-79.5603704452515,36200,340,CMP118,0x0c20bb,DO-260B
361,1763110270.818660570,172.16.11.2,-4.51980113983154,-79.5603704452515,36200,340,CMP118,0x0c20bb,DO-260B
362,1763110270.822006846,10.30.212.17,-10.1150393486023,-77.8689479827881,30700,288.25,TAI428,0xad4ebc,DO-260B
364,1763110270.897633909,172.16.11.2,-6.82163000106812,-79.2722153663635,34075,320.25,CMP421,0x0c2076,DO-260B
365,1763110270.899518852,172.16.3.2,-1.40500545501709,-79.859983921051,40450,380,AAL908,0xaaa6dd,DO-260B
366,1763110270.944482099,10.30.212.17,-13.706259727478,-77.4375414848328,39250,370,UAL819,0xaac136,DO-260B
368,1763110270.945429436,172.16.11.2,-5.39111137390137,-76.4660239219666,39400,370,DWI3761,0x0c4354,DO-260B
369,1763110270.948090590,172.16.1.2,-19.8511362075806,-75.8564758300781,32675,310,AAL945,0xaa6914,DO-260B
370,1763110270.962893405,172.16.3.2,-2.90066957473755,-79.7677373886108,37175,350,CJT1507,0xc027da,DO-260B
371,1763110270.973313272,172.16.11.2,-5.76419591903687,-79.4050168991089,39400,370,VOI3918,0x0d0d6d,DO-260B
372,1763110271.028898988,172.16.3.2,-2.38480567932129,-81.8688726425171,31800,300.25,UAL855,0xa89234,DO-260B
373,1763110271.035197743,172.16.3.2,-3.53274822235107,-79.6869492530823,34025,320,CMP338,0x0c20d6,DO-260B
374,1763110271.035233424,172.16.13.2,-6.27506017684937,-72.8638386726379,38375,360,AVA240,0xaa57e6,DO-260B
375,1763110271.049111288,172.16.13.2,-6.27506017684937,-72.8638386726379,38375,360,AVA240,0xaa57e6,DO-260B
376,1763110271.058302163,172.16.3.2,-5.76419591903687,-79.4050168991089,39400,370,VOI3918,0x0d0d6d,DO-260B
378,1763110271.058343079,172.16.7.2,-9.3547511100769,-76.7998623847961,37275,350,DWI6771,0x0c4355,DO-260B
379,1763110271.098744935,172.16.7.2,-9.3547511100769,-76.7998623847961,37275,350,DWI6771,0x0c4355,DO-260B
